314,319,338,343,313,321,337,345,
315,320,339,344,317,322,341,346,
316,324,340,348,318,323,342,347,
331,355,362,386,333,357,361,385,
332,356,363,387,326,350,367,391,
325,349,369,393,327,351,368,392,
329,353,370,394,336,360,364,388,
334,358,365,389,328,352,372,396,
330,354,371,395,335,359,366,390,
374,379,398,403,373,381,397,405,
375,380,399,404,377,382,401,406,
376,384,400,408,378,383,402,407,
153,594,596,600,154,593,597,599,
155,592,595,598,156,589,590,591,
157,546,572,588,158,545,573,587,
159,544,571,586,160,548,576,582,
161,551,569,585,162,552,570,584,
163,549,575,581,164,547,574,580,
165,550,568,583,166,541,566,579,
167,543,565,578,168,542,567,577,
169,524,534,564,170,521,539,561,
171,522,540,560,172,525,533,563,
173,523,532,562,174,520,538,559,
175,528,536,558,176,527,537,557,
177,526,535,556,178,517,531,554,
179,518,529,555,180,519,530,553,
181,510,512,516,182,509,513,515,
183,508,511,514,184,505,506,507,
185,498,500,504,186,497,501,503,
187,496,499,502,188,493,494,495,
189,450,476,492,190,449,477,491,
191,448,475,490,192,452,480,486,
193,455,473,489,194,456,474,488,
195,453,479,485,196,451,478,484,
197,454,472,487,198,445,470,483,
199,447,469,482,200,446,471,481,
201,428,438,468,202,425,443,465,
203,426,444,464,204,429,437,467,
205,427,436,466,206,424,442,463,
207,432,440,462,208,431,441,461,
209,430,439,460,210,421,435,458,
211,422,433,459,212,423,434,457,
213,414,416,420,214,413,417,419,
215,412,415,418,216,409,410,411,
121,589,593,595,122,590,592,596,
123,591,594,597,124,598,599,600,
125,493,545,571,126,494,544,572,
127,495,546,573,128,499,541,569,
129,496,548,566,130,497,547,565,
131,500,542,568,132,501,543,570,
133,498,549,567,134,502,551,576,
135,503,552,574,136,504,550,575,
137,445,475,521,138,448,470,524,
139,449,469,523,140,446,476,520,
141,447,477,522,142,450,471,525,
143,451,473,517,144,452,472,518,
145,453,474,519,146,455,478,528,
147,454,480,527,148,456,479,526,
149,421,425,427,150,422,424,428,
151,423,426,429,152,430,431,432,
89,577,581,583,90,578,580,584,
91,579,582,585,92,586,587,588,
93,481,533,559,94,482,532,560,
95,483,534,561,96,487,529,557,
97,484,536,554,98,485,535,553,
99,488,530,556,100,489,531,558,
101,486,537,555,102,490,539,564,
103,491,540,562,104,492,538,563,
105,433,463,509,106,436,458,512,
107,437,457,511,108,434,464,508,
109,435,465,510,110,438,459,513,
111,439,461,505,112,440,460,506,
113,441,462,507,114,443,466,516,
115,442,468,515,116,444,467,514,
117,409,413,415,118,410,412,416,
119,411,414,417,120,418,419,420,
25,306,308,312,26,305,309,311,
27,304,307,310,28,301,302,303,
29,282,296,312,30,281,297,311,
31,280,295,310,32,284,300,306,
33,287,293,309,34,288,294,308,
35,285,299,305,36,283,298,304,
37,286,292,307,38,277,290,303,
39,279,289,302,40,278,291,301,
41,272,282,300,42,269,287,297,
43,270,288,296,44,273,281,299,
45,271,280,298,46,268,286,295,
47,276,284,294,48,275,285,293,
49,274,283,292,50,265,279,290,
51,266,277,291,52,267,278,289,
53,270,272,276,54,269,273,275,
55,268,271,274,56,265,266,267,
57,258,260,264,58,257,261,263,
59,256,259,262,60,253,254,255,
61,234,248,264,62,233,249,263,
63,232,247,262,64,236,252,258,
65,239,245,261,66,240,246,260,
67,237,251,257,68,235,250,256,
69,238,244,259,70,229,242,255,
71,231,241,254,72,230,243,253,
73,224,234,252,74,221,239,249,
75,222,240,248,76,225,233,251,
77,223,232,250,78,220,238,247,
79,228,236,246,80,227,237,245,
81,226,235,244,82,217,231,242,
83,218,229,243,84,219,230,241,
85,222,224,228,86,221,225,227,
87,220,223,226,88,217,218,219,
210,216,241,397,211,216,242,398,
212,216,243,399,206,215,244,400,
202,214,245,401,203,213,246,402,
205,215,247,403,201,213,248,404,
204,214,249,405,209,215,250,406,
208,214,251,407,207,213,252,408,
198,211,253,349,200,212,254,350,
199,210,255,351,191,205,256,352,
190,204,257,353,189,201,258,354,
196,209,259,355,192,207,260,356,
195,208,261,357,197,206,262,358,
193,202,263,359,194,203,264,360,
199,212,217,373,198,210,218,374,
200,211,219,375,197,209,220,376,
193,208,221,377,194,207,222,378,
191,206,223,379,189,203,224,380,
190,202,225,381,196,205,226,382,
195,204,227,383,192,201,228,384,
188,200,229,325,188,199,230,326,
188,198,231,327,187,196,232,328,
186,195,233,329,185,192,234,330,
187,197,235,331,185,194,236,332,
186,193,237,333,187,191,238,334,
186,190,239,335,185,189,240,336,
178,184,289,385,179,184,290,386,
180,184,291,387,174,183,292,388,
170,182,293,389,171,181,294,390,
173,183,295,391,169,181,296,392,
172,182,297,393,177,183,298,394,
176,182,299,395,175,181,300,396,
166,179,301,337,168,180,302,338,
167,178,303,339,159,173,304,340,
158,172,305,341,157,169,306,342,
164,177,307,343,160,175,308,344,
163,176,309,345,165,174,310,346,
161,170,311,347,162,171,312,348,
167,180,265,361,166,178,266,362,
168,179,267,363,165,177,268,364,
161,176,269,365,162,175,270,366,
159,174,271,367,157,171,272,368,
158,170,273,369,164,173,274,370,
163,172,275,371,160,169,276,372,
156,168,277,313,156,167,278,314,
156,166,279,315,155,164,280,316,
154,163,281,317,153,160,282,318,
155,165,283,319,153,162,284,320,
154,161,285,321,155,159,286,322,
154,158,287,323,153,157,288,324,
2,301,577,589,1,302,578,590,
3,303,579,591,5,304,580,592,
4,305,581,593,6,306,582,594,
1,307,583,595,3,308,584,596,
2,309,585,597,4,310,586,598,
6,311,587,599,5,312,588,600,
11,253,481,493,10,254,482,494,
12,255,483,495,16,256,484,496,
13,257,485,497,17,258,486,498,
7,259,487,499,9,260,488,500,
8,261,489,501,15,262,490,502,
18,263,491,503,14,264,492,504,
2,277,529,541,1,278,530,542,
3,279,531,543,5,280,532,544,
4,281,533,545,6,282,534,546,
1,283,535,547,3,284,536,548,
2,285,537,549,4,286,538,550,
6,287,539,551,5,288,540,552,
11,229,433,445,10,230,434,446,
12,231,435,447,16,232,436,448,
13,233,437,449,17,234,438,450,
7,235,439,451,9,236,440,452,
8,237,441,453,15,238,442,454,
18,239,443,455,14,240,444,456,
8,289,553,565,7,290,554,566,
9,291,555,567,14,292,556,568,
15,293,557,569,18,294,558,570,
10,295,559,571,12,296,560,572,
11,297,561,573,13,298,562,574,
17,299,563,575,16,300,564,576,
20,241,457,469,19,242,458,470,
21,243,459,471,23,244,460,472,
22,245,461,473,24,246,462,474,
19,247,463,475,21,248,464,476,
20,249,465,477,22,250,466,478,
24,251,467,479,23,252,468,480,
8,265,505,517,7,266,506,518,
9,267,507,519,14,268,508,520,
15,269,509,521,18,270,510,522,
10,271,511,523,12,272,512,524,
11,273,513,525,13,274,514,526,
17,275,515,527,16,276,516,528,
20,217,409,421,19,218,410,422,
21,219,411,423,23,220,412,424,
22,221,413,425,24,222,414,426,
19,223,415,427,21,224,416,428,
20,225,417,429,22,226,418,430,
24,227,419,431,23,228,420,432,
88,149,397,417,88,150,398,415,
88,151,399,416,87,150,400,420,
86,149,401,418,85,151,402,419,
87,149,403,410,85,150,404,411,
86,151,405,409,87,152,406,413,
86,152,407,414,85,152,40,412,
82,117,397,465,83,118,39,463,
84,119,399,464,78,118,400,468,
74,117,401,466,75,119,402,467,
77,117,403,458,73,118,404,459,
76,119,405,457,81,120,406,461,
80,120,407,462,79,120,408,460,
83,137,349,513,84,140,350,511,
82,141,351,512,77,138,352,516,
76,139,353,514,73,142,354,515,
81,143,355,506,79,144,356,507,
80,145,357,505,78,147,358,509,
74,146,359,510,75,148,360,508,
70,105,349,561,72,108,350,559,
71,109,351,560,63,106,352,564,
62,107,353,562,61,110,354,563,
68,111,355,554,64,112,356,555,
67,113,357,553,69,115,358,557,
65,114,359,558,66,116,360,556,
84,139,373,429,82,138,374,427,
83,142,375,428,81,144,376,432,
80,143,377,430,79,145,378,431,
78,137,379,422,75,140,380,423,
74,141,381,421,77,146,382,425,
76,148,383,426,73,147,384,424,
71,107,373,477,70,106,374,475,
72,110,375,476,69,112,376,480,
65,111,377,478,66,113,378,479,
63,105,379,470,61,108,380,471,
62,109,381,469,68,114,382,473,
67,116,383,474,64,115,384,472,
72,125,325,525,71,126,326,523,
70,127,327,524,68,129,328,528,
67,130,329,526,64,133,330,527,
69,128,331,518,66,131,332,519,
65,132,333,517,63,134,334,521,
62,135,335,522,61,136,336,520,
60,93,325,573,60,94,326,571,
60,95,327,572,59,97,328,576,
58,98,329,574,57,101,330,575,
59,96,331,566,57,99,332,567,
58,100,333,565,59,102,334,569,
58,103,335,570,57,104,336,568,
56,143,385,441,56,144,386,439,
56,145,387,440,55,140,388,444,
54,137,389,442,53,141,390,443,
55,139,391,434,53,138,392,435,
54,142,393,433,55,148,394,437,
54,147,395,438,53,146,396,436,
50,111,385,489,51,112,386,487,
52,113,387,488,46,108,388,492,
42,105,389,490,43,109,390,491,
45,107,391,482,41,106,392,483,
44,110,393,481,49,116,394,485,
48,115,395,486,47,114,396,484,
51,128,337,537,52,131,338,535,
50,132,339,536,45,126,340,540,
44,125,341,538,41,127,342,539,
49,130,343,530,47,129,344,531,
48,133,345,529,46,136,346,533,
42,134,347,534,43,135,348,532,
38,96,337,585,40,99,338,583,
39,100,339,584,31,94,340,588,
30,93,341,586,29,95,342,587,
36,98,343,578,32,97,344,579,
35,101,345,577,37,104,346,581,
33,102,347,582,34,103,348,580,
52,130,361,453,50,129,362,451,
51,133,363,452,49,131,364,456,
48,128,365,454,47,132,366,455,
46,125,367,446,43,126,368,447,
42,127,369,445,45,135,370,449,
44,136,371,450,41,134,372,448,
39,98,361,501,38,97,362,499,
40,101,363,500,37,99,364,504,
33,96,365,502,34,100,366,503,
31,93,367,494,29,94,368,495,
30,95,369,493,36,103,370,497,
35,104,371,498,32,102,372,496,
40,121,313,549,39,122,314,547,
38,123,315,548,36,122,316,552,
35,121,317,550,32,123,318,551,
37,121,319,542,34,122,320,543,
33,123,321,541,31,124,322,545,
30,124,323,546,29,124,324,544,
28,89,313,597,28,90,314,595,
28,91,315,596,27,90,316,600,
26,89,317,598,25,91,318,599,
27,89,319,590,25,90,320,591,
26,91,321,589,27,92,322,593,
26,92,323,594,25,92,324,592,